#GENE	COV-1-1	COV-10-1	COV-2-1	COV-3-1	COV-4-1	COV-5-1	COV-7-1	COV-8-1	THR-238	THR-303	THR-313	THR-337	THR-369	THR-399	THR-415	THR-417	THR-428	THR-432
AL359987.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360006.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360007.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360012.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360013.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360013.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360013.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360013.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360014.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360015.1	229	40	12	298	74	325	127	55	2670	1961	2508	1547	1682	4595	2601	4687	947	2027
AL360020.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL360081.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360085.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360089.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360091.2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360091.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360093.1	0	0	13	0	4	12	0	0	60	16	39	42	12	28	28	23	9	63
AL360157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360169.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360169.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360169.3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360175.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360176.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360178.1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
AL360178.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360181.2	0	0	0	0	0	0	0	0	4	7	1	0	0	0	0	0	0	0
AL360181.3	1	0	0	0	0	0	3	0	0	6	6	0	0	2	0	0	0	0
AL360181.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360182.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360182.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360219.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360219.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360221.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360227.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AL360267.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360267.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360268.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360268.2	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
AL360270.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AL360270.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360270.3	0	0	0	0	0	0	0	0	1	5	0	0	6	1	0	4	0	0
AL360271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360271.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL360294.1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
AL360295.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365181.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AL365181.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365181.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365181.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365184.1	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
AL365184.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365203.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365203.2	6	5	0	0	0	17	0	28	0	0	0	0	0	3	0	21	10	0
AL365204.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365204.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AL365204.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365205.1	39	49	28	0	21	0	34	17	59	66	22	38	34	73	29	35	55	35
AL365205.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365205.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365205.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365209.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365214.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365214.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365214.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365215.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365215.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365217.1	1	2	1	2	2	0	4	1	7	1	4	0	0	0	4	1	6	1
AL365219.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365220.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365222.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365223.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365223.2	20	0	3	2	1	1	0	9	39	5	26	4	22	53	39	23	22	6
AL365226.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365229.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365232.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365255.1	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0
AL365256.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365258.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365258.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AL365258.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365259.1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AL365264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365265.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365271.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365272.1	1	7	7	0	0	1	0	15	1	77	15	7	8	20	26	7	0	8
AL365273.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365273.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365295.1	5	0	23	0	0	0	3	0	6	1	0	0	0	7	0	1	5	33
AL365295.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365318.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365330.1	4	1	6	0	2	12	3	1	3	0	0	0	0	0	0	0	0	0
AL365338.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AL365356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365356.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365357.1	12	6	0	0	0	0	16	0	22	4	0	0	0	5	4	5	3	0
AL365361.1	120	60	156	528	197	411	105	221	464	651	458	438	115	360	347	455	376	151
AL365366.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365394.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365396.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365398.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365400.1	0	1	3	8	5	0	9	7	0	0	4	0	1	4	4	5	6	18
AL365400.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365434.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365434.2	0	8	2	193	11	146	1	85	14	94	35	39	30	35	10	149	7	6
AL365436.1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365436.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365436.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365440.1	6	0	2	1	0	0	0	3	2	1	0	2	0	1	0	0	0	7
AL365440.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365475.1	14	5	0	1	0	2	5	0	0	0	0	0	0	6	0	0	1	0
AL365496.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365503.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL365506.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL389885.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL389886.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL389889.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL389889.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL389895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL389915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL389925.1	7	0	2	0	2	0	3	0	2	2	0	0	1	2	4	2	0	1
AL390023.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390026.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390038.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390039.1	54	9	33	119	14	19	27	28	16	10	32	28	11	36	46	16	12	92
AL390058.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390061.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390065.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390066.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390066.2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390066.3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AL390067.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390071.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390119.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390119.2	0	0	1	2	0	1	0	0	1	0	1	1	0	0	0	0	0	0
AL390123.1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1
AL390195.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390195.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AL390195.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390198.1	2	0	2	0	4	1	0	10	2	1	7	1	17	0	5	0	1	1
AL390198.2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
AL390205.1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390208.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390236.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390237.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390239.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390240.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390241.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390242.1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390243.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390254.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390294.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390318.1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
AL390334.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
AL390718.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390719.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390719.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390719.3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AL390726.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390726.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390726.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390726.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390726.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390728.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390728.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390728.3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AL390728.4	169	58	76	75	146	2	56	47	68	114	65	46	22	73	59	33	57	21
AL390728.5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390728.6	2	5	13	7	19	2	1	9	3	24	23	0	3	26	3	0	14	20
AL390729.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390754.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390755.1	0	0	0	0	0	0	0	1	17	0	30	128	42	33	0	0	14	1
AL390755.2	0	0	1	10	4	3	0	0	24	0	15	0	40	2	0	6	1	0
AL390755.3	0	0	0	0	15	0	0	7	6	21	19	0	26	43	41	0	7	18
AL390760.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
AL390763.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390766.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390774.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390774.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL390778.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390778.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390783.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390786.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390791.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390800.1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
AL390816.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390816.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390816.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390838.1	0	0	0	0	0	0	0	3	0	0	0	0	20	0	0	0	0	0
AL390838.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AL390839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390839.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390856.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390860.1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390862.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390877.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390877.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390879.1	26	0	0	0	0	0	11	6	0	4	0	0	5	8	41	0	0	0
AL390882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390882.2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AL390955.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AL390955.2	2	0	0	0	0	0	0	7	2	0	0	0	0	0	3	2	0	0
AL390957.1	150	30	120	58	12	65	0	44	76	4	148	16	88	12	57	101	22	136
AL390961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390961.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390961.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390964.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391001.1	64	31	78	126	106	157	53	338	163	142	293	263	51	226	220	257	239	288
AL391001.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391056.1	0	0	11	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
AL391056.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391058.1	0	0	1	0	3	2	0	0	3	0	0	1	1	0	0	1	1	0
AL391069.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391069.2	0	0	1	11	0	0	0	2	0	0	2	0	0	0	0	2	0	3
AL391069.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391095.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391095.2	0	0	0	0	0	0	0	0	0	1	0	14	0	0	9	0	4	0
AL391095.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391095.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391095.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391097.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391097.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391117.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AL391119.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391152.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391156.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391219.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AL391241.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391244.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391244.2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391256.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391261.1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	4	1	0
AL391261.2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391261.3	67	24	67	62	69	18	26	34	28	22	38	34	16	43	33	11	21	46
AL391261.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391262.1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	5
AL391262.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391280.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391280.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391294.1	9	0	0	0	2	1	14	0	2	7	8	13	1	6	1	8	17	0
AL391314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391335.1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0
AL391336.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391336.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391358.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391361.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391361.2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AL391380.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391415.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391416.1	0	1	1	2	1	1	2	6	1	3	2	3	4	1	0	3	1	2
AL391417.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391419.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391421.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AL391421.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391422.1	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0
AL391422.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391422.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391422.4	183	19	11	125	79	56	46	116	57	45	40	77	88	76	40	22	49	66
AL391425.1	7	2	13	8	9	0	9	1	11	4	0	23	6	0	35	0	16	0
AL391427.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL391427.2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
AL391427.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391477.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391497.1	0	0	0	0	0	7	4	0	2	0	0	0	0	1	0	0	0	0
AL391516.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391538.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391557.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391560.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391560.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391597.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391645.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391646.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391647.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391647.2	0	0	1	6	0	21	0	1	0	0	0	0	0	0	0	0	0	0
AL391650.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391650.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391666.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AL391669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391684.1	32	29	5	0	0	0	0	11	10	0	0	0	2	0	7	0	6	0
AL391704.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391704.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391730.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391730.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391807.1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
AL391811.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391813.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391825.1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391827.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391827.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391832.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391832.2	9	12	12	10	2	13	37	13	19	15	1	5	30	5	38	5	0	2
AL391832.3	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0
AL391832.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391834.2	2	6	19	84	44	0	0	10	16	62	59	0	3	11	11	1	28	4
AL391834.3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
AL391839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391839.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
AL391839.3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0
AL391840.1	0	3	0	0	0	0	4	5	40	0	9	0	15	14	46	48	1	47
AL391840.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AL391840.3	110	24	63	65	33	8	40	22	81	78	87	36	76	89	89	64	81	112
AL391844.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391845.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391845.2	0	0	0	0	0	0	0	0	1	0	0	0	0	8	17	0	0	0
AL391863.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL391863.2	0	2	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0
